uuid,event_id,category,type,value,comment,to_ids,date,object_relation,attribute_tag,object_uuid,object_name,object_meta_category
"5f1d8977-b378-463a-96ef-ad77c0a8ab16",225,"Payload delivery","sha256","4ea6da6b35c4cdc6043c3b93bd6b61ea225fd5e1ec072330cb746104d0b0a4ec","RDAT backdoor",1,1595771255,"","","","",""
"5f1d8977-7ed4-4bed-a4b2-ad77c0a8ab16",225,"Payload delivery","sha256","e53cc5e62ba15e43877ca2fc1bee16061b4468545d5cc1515cb38000e22dd060","Custom Mimikatz",1,1595771255,"","","","",""
"5f1d8977-22d4-4f83-9134-ad77c0a8ab16",225,"Payload delivery","sha256","476b40796be68a5ee349677274e438aeda3817f99ba9832172d81a2c64b0d4ae","Bitvise client",1,1595771255,"","","","",""
"5f1d8977-701c-4f7a-9784-ad77c0a8ab16",225,"Payload delivery","sha256","78584dadde1489a5dca0e307318b3d2d49e39eb3987de52e288f9882527078d5","PowerShell downloader",1,1595771255,"","","","",""
"5f1d8993-7cb8-4986-b6d3-cc47c0a8ab16",225,"Payload delivery","sha256","7395a3ada245df6c8ff1d66fcb54b96ae12961d5fd9b6a57c43a3e7ab83f3cc2","RDAT",1,1595771283,"","","","",""
"5f1d8993-a7bc-420e-8191-cc47c0a8ab16",225,"Payload delivery","sha256","8f943bc5b20517fea08b2d0acc9afe8990703e9d4f7015b98489703ca51da7eb","RDAT",1,1595771283,"","","","",""
"5f1d8993-fdc0-453a-aa15-cc47c0a8ab16",225,"Payload delivery","sha256","8120849fbe85179a16882dd1a12a09fdd3ff97e30c3dfe52b43dd2ba7ed33c2a","RDAT",1,1595771283,"","","","",""
"5f1d8993-d4ec-4954-853e-cc47c0a8ab16",225,"Payload delivery","sha256","bcdb63b3520e34992f292bf9a38498f49a9ca045b7b40caab5302c76ca10f035","RDAT",1,1595771283,"","","","",""
"5f1d8993-6588-461a-9c7c-cc47c0a8ab16",225,"Payload delivery","sha256","f42c2b40574dc837b33c1012f7b6f41fcccc5ebf740a2b0af64e2c530418e9e0","RDAT",1,1595771283,"","","","",""
"5f1d8993-0fec-4041-a619-cc47c0a8ab16",225,"Payload delivery","sha256","fcabb86331cd5e2fa9edb53c4282dfcb16cc3d2cae85aabf1ee3c0c0007e508c","RDAT",1,1595771283,"","","","",""
"5f1d8993-3a94-4772-8740-cc47c0a8ab16",225,"Payload delivery","sha256","7b5042d3f0e9f077ef2b1a55b5fffab9f07cc856622bf79d56fc752e4dc04b28","RDAT",1,1595771283,"","","","",""
"5f1d8993-d25c-4789-af1a-cc47c0a8ab16",225,"Payload delivery","sha256","ee32bde60d1175709fde6869daf9c63cd3227155e37f06d45a27a2f45818a3dc","RDAT",1,1595771283,"","","","",""
"5f1d8993-1ca8-48d6-9f95-cc47c0a8ab16",225,"Payload delivery","sha256","de3f1cc2d4aac54fbdebd5bd05c9df59b938eb79bda427ae26dedef4309c55a9","RDAT",1,1595771283,"","","","",""
"5f1d8993-c74c-4c04-a82e-cc47c0a8ab16",225,"Payload delivery","sha256","acb50b02ab0ca846025e7ad6c795a80dc6f61c4426704d0f1dd7e195143f5323","RDAT",1,1595771283,"","","","",""
"5f1d8993-bcd4-4437-ae3b-cc47c0a8ab16",225,"Payload delivery","sha256","55282007716b2b987a84a790eb1c9867e23ed8b5b89ef1a836cbedaf32982358","RDAT",1,1595771283,"","","","",""
"5f1d8993-fa3c-43d6-ac11-cc47c0a8ab16",225,"Payload delivery","sha256","ba380e589261781898b1a54c2889f3360db09c61b9155607d7b4d11fcd85bd9d","RDAT",1,1595771283,"","","","",""
"5f1d8993-1800-4a80-9059-cc47c0a8ab16",225,"Payload delivery","sha256","6322cacf839b9c863f09c8ad9fd0e091501c9ba354730ab4809bb4c076610006","RDAT",1,1595771283,"","","","",""
"5f1d89a9-0e30-49d6-b577-bcf2c0a8ab16",225,"Network activity","domain","rdmsi.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-2e34-4d31-9333-bcf2c0a8ab16",225,"Network activity","domain","rsshay.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-6150-4143-9536-bcf2c0a8ab16",225,"Network activity","domain","sharjatv.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-144c-4045-989b-bcf2c0a8ab16",225,"Network activity","domain","wwmal.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-ea94-4bb7-aeb3-bcf2c0a8ab16",225,"Network activity","domain","allsecpackupdater.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-cb44-47d0-9a51-bcf2c0a8ab16",225,"Network activity","domain","tacsent.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-a870-4ac3-9a5d-bcf2c0a8ab16",225,"Network activity","domain","acrlee.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89a9-3394-4a98-8870-bcf2c0a8ab16",225,"Network activity","domain","kopilkaorukov.com","RDAT C2",1,1595771305,"","","","",""
"5f1d89b4-d178-4446-93e8-b1cfc0a8ab16",225,"Network activity","hostname","digi.shanx.icu","",1,1595771316,"","","","",""
"5f1d89b4-ab58-47d8-b7f4-b1cfc0a8ab16",225,"Network activity","domain","tprs-servers.eu","",1,1595771316,"","","","",""
"5f1d89b4-996c-43a7-a9b9-b1cfc0a8ab16",225,"Network activity","domain","oudax.com","",1,1595771316,"","","","",""
"5f1d89b4-b25c-4cb3-bfe6-b1cfc0a8ab16",225,"Network activity","domain","kizlarsoroyur.com","",1,1595771316,"","","","",""
"5f1d89b4-eab0-4e18-b629-b1cfc0a8ab16",225,"Network activity","domain","intelligent-finance.site","",1,1595771316,"","","","",""
"5f1d89c4-a360-4918-8d41-cc46c0a8ab16",225,"External analysis","link","https://unit42.paloaltonetworks.com/oilrig-novel-c2-channel-steganography/","",0,1595771332,"","","","",""
"5812bd0a-dd87-48a3-b6f7-cf7f7239d65d",318,"Network activity","domain","uber-asia.com","C2",1,1652456903,"","","","",""
"ef72c689-8843-4f2f-aba6-a504c5419faf",318,"Network activity","domain","asiaworldremit.com","C2",1,1652456903,"","","","",""
"4b881694-57c3-4b8b-9c35-e6d7ada8f339",318,"Network activity","domain","joexpediagroup.com","C2",1,1652456903,"","","","",""
"f0cab9f5-ae0d-4f99-9119-7248c5ecc3cb",318,"External analysis","link","https://blog.malwarebytes.com/threat-intelligence/2022/05/apt34-targets-jordan-government-using-new-saitama-backdoor/","",0,1652456946,"","","","",""
"b690756d-a792-41cc-836a-048581184975",318,"Payload delivery","filename","E:\Saitama\Saitama.Agent\obj\Release\Saitama.Agent.pdb","pdb path",0,1652457091,"","","","",""
"c3cd7d73-2ac0-4d0b-8700-88b0680d72ed",318,"Persistence mechanism","other","MicrosoftUpdate","scheduled task",0,1652457153,"","","","",""
"90c5f55d-b91b-4d6d-bc41-b79c71927ed5",318,"Payload delivery","filename","Document.xls","",1,1652456918,"filename","","","",""
"798ba3c7-c65b-40a6-8444-95bfe03fdf5d",318,"Payload delivery","sha256","26884f872f4fae13da21fa2a24c24e963ee1eb66da47e270246d6d9dc7204c2b","",1,1652456918,"sha256","","","",""
"e886ea92-8c18-4198-9e1d-2f188e93c49c",318,"Payload delivery","filename","update.exe","",1,1652456924,"filename","","","",""
"6656ac24-0541-4303-9436-c896c071d294",318,"Payload delivery","sha256","e0872958b8d3824089e5e1cfab03d9d98d22b9bcb294463818d721380075a52d","",1,1652456924,"sha256","","","",""
"e702f818-2c67-4bd4-9857-04d39102ad7a",396,"Other","comment","On October 18, 2022, a Human Rights Watch staff member working on the Middle East and North Africa region received a message on WhatsApp that claimed to be from a Lebanon-based think tank and invited the recipient to a conference. The invitation used the same format as previous invitations from the think tank, indicating a sophisticated level of social engineering. The person impersonated by the threat actor group APT42 in the WhatsApp messages previously worked for the think tank.","",0,1679561648,"","","","",""
"b37264bc-570e-44b2-93a4-78bc3fa7c332",396,"Network activity","domain","cutly.biz","mimic the name of the legitimate URL shortener cutt.ly",1,1679562202,"","","","",""
"de6bd0de-4883-40dd-a7f7-d844d87639b0",396,"Network activity","url","https://sharefilesonline.live/xxxxxx/BI-File-2022.html","",1,1679561721,"","","","",""
"41dc52d3-955f-4b5b-ada3-85e5c277aead",396,"Network activity","url","https://sharefilesonline.live/xxxxxx/G-check-first.html","",1,1679561721,"","","","",""
"6d1e0714-e8eb-4444-909d-4da825182d5d",396,"Network activity","url","https://sharefilesonline.live/xxxxxx/G-transfer.html","",1,1679561721,"","","","",""
"9d26d872-fd33-462e-8a69-b7be0aa4e6d4",396,"Network activity","url","https://sharefilesonline.live/xxxxxx/continue.html","",1,1679561721,"","","","",""
"965ffe4f-b6fd-46a4-b3ab-68909ceb0a6d",396,"Network activity","url","https://sharefilesonline.live/xxxxxx/index.php","",1,1679561721,"","","","",""
"2ced4bfb-6c85-42f7-bbcb-ce68ee1aa20d",396,"Network activity","url","https://mailer-daemon.net/file=sharing=system/xxxxxx/first.check.html","",1,1679561721,"","","","",""
"e72b07b0-7cdc-44f5-ab0e-1dd42706c0de",396,"Network activity","url","http://mailer-daemon.org/xxxxxx/index.php","",1,1679561721,"","","","",""
"5e10e233-6e2e-4872-a863-bd93788ec050",396,"Person","phone-number",+12343121624,"WhatsApp numbers used by the attackers",0,1679561772,"","","","",""
"626592ee-5d51-4023-95ec-cc818932b4f7",396,"Person","phone-number",+12092330560,"WhatsApp numbers used by the attackers",0,1679561770,"","","","",""
"5afc5d1f-0c5d-4d96-8f76-12052813d69a",396,"Person","phone-number",+18045001154,"WhatsApp numbers used by the attackers",0,1679561775,"","","","",""
"fe940fd6-d537-42cb-8ee3-dee2a242243c",396,"Other","comment","All of the IP addresses used to connect to the compromised accounts were from the Express VPN (Virtual Private Network) service. Nevertheless, Human Rights Watch found one Iranian IP address, 5.160.239.XXX, that connected to one of the target’s inboxes. This could potentially be the public IP address of the attacker’s own network, perhaps revealed after they forgot to enable their VPN before connecting.","",0,1679562048,"","","","",""
"96722e87-3b5b-46bb-b9b2-d0ae47b28801",396,"Other","comment","The WhatsApp chats of those who were known to be successfully targeted reveal that the attackers were repeatedly engaging with the targets as they clicked through the phishing links. After entering their credentials on the phishing page, targets were prompted to enter a code on the 2FA bypass page, which the attackers used to gain access to their email accounts.","",0,1679562144,"","","","",""
"e86df19c-2965-4a1f-8866-d3cd99375515",441,"External analysis","link","https://www.volexity.com/blog/2023/06/28/charming-kitten-updates-powerstar-with-an-interplanetary-twist/","",0,1688460861,"","","","",""
"241142d1-a4e5-4cc7-8806-c3ce51cdf5f3",441,"External analysis","link","https://github.com/volexity/threat-intel/tree/main/2023/2023-06-28%20POWERSTAR/indicators","",0,1688460861,"","","","",""
"4437f450-1e2f-43dd-a6aa-b71141a5935a",441,"Other","comment","Backblaze B2 bucket","",0,1688461115,"","","","",""
"d8f7b0ca-6efa-4cfc-bcd0-4f789f2d0dc6",441,"Other","comment","Use of IPFS","",0,1688461215,"","","","",""
"4b8a11be-a998-478c-8894-758d24f87f6d",441,"Payload delivery","sha256","b79d28fe5e3c988bb5aadb12ce442d53291dbb9ede0c7d9d64eec078beba5585","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"af380d9c-0af9-4678-8388-61075858aad4",441,"Payload delivery","sha1","2581e9bf9fa219cb1bce393f7492212612228221","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"6d4f5ab1-a564-4b24-858b-b9d431e59e2c",441,"Payload delivery","md5","f5eddfaeb353ceca4b8713f88f030604","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"cf23a5e9-1a9d-4056-952c-a25bdfb0e495",441,"Payload delivery","sha256","9777f106ac62829cd3cfdbc156100fe892cfc4038f4c29a076e623dc40a60872","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"b5ff7105-4f71-4717-988f-0e0bf97c4dc6",441,"Payload delivery","sha1","e588837d652d2cd96c5cb44f8f98fd7d82cc5d30","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"5e7322ed-72c3-414f-bfea-4c90e3ed21b2",441,"Payload delivery","md5","99dc6ab3f88629069b5109f5ed530e25","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"82b1a2ed-a2f3-46c4-a8de-8bd07d1b9297",441,"Payload delivery","sha256","977cf5cc1d0c61b7364edcf397e5c67d910fac628c6c9a41cf9c73b3720ce67f","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"32f2c030-0489-4b47-acd4-5339a96c0198",441,"Payload delivery","sha1","214bf21a567b678ec4250c1aca4cf71275e2860e","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"136b82da-76a7-4a5d-b6ec-fef615a86712",441,"Payload delivery","md5","5398e9063ee0d6189cf59c8d4403a40d","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"6968c9ff-b93e-48cf-9080-592103357e72",441,"Payload delivery","sha256","823ffbcc62bd3296957a47fbf8c238949584996911e71d5140a25d0a8f6abd80","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"8d76db60-3330-4d28-b468-0e9d744f27b9",441,"Payload delivery","sha1","0161ba63e65a2b39b754b9d16cf2bc62de98e99a","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"0d7ff1e7-4b0d-4a26-bd05-928cb2f01ae7",441,"Payload delivery","md5","e4e8864f88724b736ec3568fd8916796","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"fb2b9723-9fd3-4753-b008-bca211f70c9f",441,"Network activity","hostname","openlibrary.ignorelist.com","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"bed07162-9763-40db-8b02-7a185927c270",441,"Payload delivery","sha256","991620817274d4031889134d40294cc6e086cf56e738a8ea78c49860c6dccdce","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"f98c8674-2a4e-4fcc-af73-b3acf3b72466",441,"Payload delivery","sha1","5671ff66d0ea0cd93b04ca0ab35ff4e33e33833a","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"86f687d7-f269-451a-ae9e-b7847fc47b41",441,"Payload delivery","md5","a2b407eac00422b2bc7ac59a74fc47e0","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"5d2cc5d7-cc4c-4394-8b7d-71b300894bbc",441,"Network activity","hostname","fuschia-rhinestone.cleverapps.io","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"274c7af1-ee2a-418c-924c-94624b841357",441,"Network activity","url","http://bluebox10546.s3.us-west-004.backblazeb2.com/sa/88W3X81EN/cettj34c.txt","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"65766a0f-84a0-4076-83f2-b7b07f10063b",441,"Network activity","url","https://s3.us-west-004.backblazeb2.com/bluebox10546/k41we/k24510.txt","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"c2c7cb6e-c422-4285-bd2b-8f409ce724ed",441,"Network activity","url","https://bluebox10546.s3.us-west-004.backblazeb2.com/share/Us-China.pdf","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"50362c54-833c-4f24-8b90-c6016976d7cf",441,"Network activity","url","https://bluebox10546.s3.us-west-004.backblazeb2.com/k41we/btw74c.txt","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"b9967119-1458-45a1-a79e-d9ad5f3574df",441,"Network activity","url","https://s3.us-west-004.backblazeb2.com/bluebox10546/k41we/bts74e.txt","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"992afa15-3ea6-4151-a1fe-df1bcc84c374",441,"Network activity","url","https://personalstorage1687.s3.us-west-004.backblazeb2.com","IOCs related to distribution of POWERSTAR PowerShell backdoor by Charming Kitten",1,1688461346,"","","","",""
"1aefea1b-0067-4bad-beec-0f225b8e8b7a",441,"Payload installation","yara","rule apt_win_powerstar_persistence_batch : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        date = ""2023-05-16""
        description = ""Detects the batch script used to persist PowerStar via Startup.""
        hash1 = ""9777f106ac62829cd3cfdbc156100fe892cfc4038f4c29a076e623dc40a60872""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $s_1 = ""e^c^h^o o^f^f""
        $s_2 = ""powershertxdll.ertxdxe""
        $s_3 = ""Get-Conrtxdtent -Prtxdath""
        $s_4 = ""%appdata%\\Microsrtxdoft\\Windortxdws\\""
        $s_5 = ""&(gcm i*x)$""
    condition:
        3 of them
}","",0,1688461447,"","","","",""
"7ac00490-69dd-4b3a-a7fb-bf4a32b74594",441,"Payload installation","yara","rule apt_win_powerstar_memonly : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        date = ""2023-05-16""
        description = ""Detects the initial stage of the memory only variant of PowerStar.""
        hash1 = ""977cf5cc1d0c61b7364edcf397e5c67d910fac628c6c9a41cf9c73b3720ce67f""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $s_1 = ""[System.Text.Encoding]::UTF8.GetString([System.Convert]::FromBase64String($in.substring(3)))""
        $s_2 = ""[Convert]::ToByte(([Convert]::ToString(-bnot ($text_bytes[$i])""
        $s_3 = ""$Exec=[System.Text.Encoding]::UTF8.GetString($text_bytes)""
        $s_4 = ""((65..90) + (97..122) | Get-Random -Count 16 | % {[char]$_})""
        $f_1 = ""function Gorjol{""
        $f_2 = ""Borjol \""$""
        $f_3 = ""Gorjol -text""
        $f_4 = ""function Borjoly{""
        $f_6 = ""$filename = $env:APPDATA+\""\\Microsoft\\Windows\\DocumentPreview.pdf\"";""
        $f_7 = ""$env:APPDATA+\""\\Microsoft\\Windows\\npv.txt\""""
        $f_8 = ""\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\brt8ts74e.bat""
        $f_9 = ""\\Microsoft\\Windows\\s7qe52.txt""
        $f_10 = ""$yeolsoe2 = $yeolsoe""
        $f_11 = ""setRequestHeader(\""Content-DPR\""""
        $f_12 = ""getResponseHeader(\""Content-DPR\"")""
        $f_13 = {24 43 6f 6d 6d 61 6e 64 50 61 72 74 73 20 3d 24 53 65 73 73 69 6f 6e 52 65 73 70 6f 6e 73 65 2e 53 70 6c 69 74 28 22 b6 22 29}
        $f_14 = ""$language -like \""*shar*\""""
        $f_15 = ""$language -like \""*owers*\""""
        $alias_1 = ""(gcm *v????E?P?e*)""
        $alias_2 = ""&(gcm *ke-e*) $Command""
        $key = ""T2r0y1M1e1n1o0w1""
        $args_1 = ""$sem.Close()""
        $args_2 = ""$cem.Close()""
        $args_3 = ""$mem.Close()""
        $command_1 = ""_____numone_____""
        $command_2 = ""_____mac2_____""
        $command_3 = ""_____yeolsoe_____""
    condition:
        2 of ($s_*) or
        any of ($f_*) or
        2 of ($alias_*) or
        $key or
        all of ($args_*) or
        any of ($command_*)
}","",0,1688461459,"","","","",""
"735addec-6df5-4061-9de2-c439c941111d",441,"Payload installation","yara","rule apt_win_powerstar_logmessage : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        date = ""2023-05-16""
        description = ""Detects interesting log message embedded in memory only version of PowerStar.""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $s_1 = ""wau, ije ulineun mueos-eul halkkayo?""
    condition:
        all of them
}","",0,1688461470,"","","","",""
"a08288ec-f7be-4ed8-9575-cbeb63b3597b",441,"Payload installation","yara","rule apt_win_powerstar_lnk : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        date = ""2023-05-16""
        description = ""Detects LNK command line used to install PowerStar.""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $p_1 = ""-UseBasicParsing).Content; &(gcm i*x)$""

        $c_1 = ""powershecde43ell.ecde43exe""
        $c_2 = ""wgcde43eet -Ucde43eri""
        $c_3 = ""-UseBasicde43ecParsing).Contcde43eent; &(gcm i*x)$""
    condition:
        any of them
}","",0,1688461483,"","","","",""
"c064e437-b042-492a-bff7-971cbbc6ec2a",441,"Payload installation","yara","rule apt_win_powerstar_decrypt_function : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        date = ""2023-05-16""
        description = ""Detects PowerStar decrypt function, potentially downloaded standalone and then injected.""
        hash1 = ""b79d28fe5e3c988bb5aadb12ce442d53291dbb9ede0c7d9d64eec078beba5585""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $f_1 = ""function Borjol{""

        $s_1 = ""$global:Domain = \""""
        $s_2 = ""$global:IP = \""""
        $s_3 = ""$global:yeolsoe""
        $s_4 = ""$semii.Close()""
        $s_5 = ""$cemii.Close()""
        $s_6 = ""$memii.Close()""
    condition:
        any of ($f_*) or
        2 of ($s_*)

}","",0,1688461498,"","","","",""
"6e9ed04b-7d9e-4454-80fe-6155a229b2a1",441,"Payload installation","yara","rule apt_win_powerstar : CharmingKitten
{
    meta:
        author = ""threatintel@volexity.com""
        description = ""Custom PowerShell backdoor used by Charming Kitten.""
        date = ""2021-10-13""
        hash1 = ""de99c4fa14d99af791826a170b57a70b8265fee61c6b6278d3fe0aad98e85460""
        memory_suitable = 1
        license = ""Please see the license at the head of this rules file for acceptable use.""

    strings:
        $appname = ""[AppProject.Program]::Main()"" ascii wide // caller for C# code

        $langfilters1 = ""*shar*"" ascii wide
        $langfilters2 = ""*owers*"" ascii wide

        $definitions1 = ""[string]$language"" ascii wide
        $definitions2 = ""[string]$Command"" ascii wide
        $definitions3 = ""[string]$ThreadName"" ascii wide
        $definitions4 = ""[string]$StartStop"" ascii wide

        $sess = ""$session = $v + \"";;\"" + $env:COMPUTERNAME + $mac;"" ascii wide

    condition:
        $appname or
        all of ($langfilters*) or
        all of ($definitions*) or
        $sess
}","",0,1688461513,"","","","",""
"9cc05005-6c35-4762-a300-74ffc8c89b91",449,"External analysis","link","https://www.deepinstinct.com/blog/muddywater-en-able-spear-phishing-with-new-ttps","",0,1699378251,"","","","",""
"c17ece76-d019-4fbe-9c59-0a5cf19c17a2",449,"Payload delivery","md5","37c3f5b3c814e2c014abc1210e8e69a2","Archive containing Atera Agent",1,1699378412,"","","","",""
"2772b419-6de2-4736-9ff6-6336784df316",449,"Payload delivery","md5","16923d827a440161217fb66a04e8b40a","Atera Agent Installer",1,1699378443,"","","","",""
"ab105881-beef-4a9f-8b5f-f601355d5a98",449,"Payload delivery","md5","7568062ad4b22963f3930205d1a14df7","Archive containing Atera Agent",1,1699378443,"","","","",""
"d59e60c8-5c47-44bd-a2e8-6c4803716f38",449,"Payload delivery","md5","39eea24572c14910b67242a16e24b768","Archive containing Atera Agent",1,1699378443,"","","","",""
"9a3625b4-ebec-47a5-9083-d115042b574a",449,"Payload delivery","md5","2e09e53135376258a03b7d793706b70f","Atera Agent Installer",1,1699378443,"","","","",""
"37ce9b41-66af-45cc-98a2-001e02cccdd0",449,"Payload delivery","md5","1f0b9aed4b2c8d958a9b396852a62c9d","",1,1699378556,"","","","",""
"0cde101a-70a4-493b-9392-4f10021d88ff",449,"Payload delivery","md5","065f0871b6025b8e61f35a188bca1d5c","",1,1699378556,"","","","",""
"c49f0fcf-6561-4ead-9222-b0c4924fdc3b",449,"Payload delivery","md5","146cc3a1a68be349e70b79f9115c496b","",1,1699378556,"","","","",""
"fdb6c151-e798-494e-a2b6-e019d3d62526",449,"Payload delivery","md5","dd247ccd7cc3a13e1c72bb01cf3a816d","",1,1699378556,"","","","",""
"cf4ca7d9-519a-4b99-b646-21f1df269da8",449,"Payload delivery","md5","8d2199fa11c6a8d95c1c2b4add70373a","",1,1699378556,"","","","",""
"0adb8620-c579-4f8e-9812-0a62ec2af912",449,"Payload delivery","md5","04afff1465a223a806774104b652a4f0","",1,1699378556,"","","","",""
"0e4e3932-0d5f-47c6-8368-a81bf7b28a60",449,"Payload delivery","md5","6167f03c8b2734c20eb02d406d3ba651","",1,1699378556,"","","","",""
"d6eed621-ff18-43c5-bc9f-33d14d1acd27",449,"Payload delivery","md5","e8f3ecc0456fcbbb029b1c27dc1faad0","",1,1699378556,"","","","",""
"ea59030e-528e-42f4-9a95-e739af7f5daa",449,"Payload delivery","md5","952cc4e278051e349e870aa80babc755","",1,1699378556,"","","","",""
"c7333ad2-965b-422c-b249-1af26e55ead5",449,"Payload delivery","md5","ea026027f283e7e16389853642635fc0","",1,1699378556,"","","","",""
"18e241ce-f4d7-44c2-9047-f5e9627ce5fa",449,"Payload delivery","md5","08802238e1c7efac1c664b3e81bb2a85","",1,1699378556,"","","","",""
"1d58afdc-0cc5-463f-95e0-b34b5565233b",449,"Payload delivery","md5","eb66eecd7c9b6663e1c3636b4a23d376","",1,1699378556,"","","","",""
"0431c07c-fbae-4b7f-b307-6807517c7792",449,"Payload delivery","md5","590753b3b08393c380f0c8519c693c12","",1,1699378556,"","","","",""
"4db2ff09-6edd-4f75-b6ed-3a490f9afaaf",449,"Network activity","url","ws.onehub.com/files/7f9dxtt6","",1,1699378556,"","","","",""
"6e2c8961-eec5-429a-83c6-7a37f09ce56e",449,"Network activity","url","a.storyblok.com/f/253959/x/b92ea48421/form.zip","",1,1699378556,"","","","",""
"4159f5b3-0a61-4f16-8dcf-b3095141924b",449,"Network activity","url","a.storyblok.com/f/255988/x/5e0186f61d/questionnaire.zip","",1,1699378556,"","","","",""
"3c7d371d-5f62-40bf-acc0-853df90d8d6e",449,"Network activity","url","a.storyblok.com/f/259791/x/94f59e378f/questionnaire.zip","",1,1699378556,"","","","",""
"dde1a797-2072-41a4-86bc-c18b0d239da6",449,"Network activity","ip-dst","146.70.149.61","",1,1699378556,"","","","",""
"adad3e6d-8627-46e7-be8a-5e6bc382787e",449,"Network activity","ip-dst","146.70.124.102","",1,1699378556,"","","","",""
"497a5d26-a190-4f01-a273-5243cc03f04a",449,"Network activity","ip-dst","37.120.237.204","",1,1699378556,"","","","",""
"b13b7544-13c9-4668-9f70-57713f2d6152",449,"Network activity","ip-dst","37.120.237.248","",1,1699378556,"","","","",""
"a9cf333e-4a64-41c0-aa6c-262090d23f07",449,"Network activity","url","a.storyblok.com/f/259837/x/21e6a04837/defense-video.zip","",1,1699378556,"","","","",""
"167d2ec8-3d48-4b32-afe7-aab60ed26566",449,"Network activity","url","a.storyblok.com/f/259791/x/91e2f5fa2f/attachments.zip","",1,1699378556,"","","","",""
"ab3d411b-c434-4ea7-8e10-81da950ca706",457,"External analysis","link","https://twitter.com/MsftSecIntel/status/1737895710169628824","",0,1703955644,"","","","",""
"a1c7c436-206d-41fd-927e-d986b41c44a5",457,"Network activity","domain","digitalcodecrafters.com","",1,1703955738,"","","","",""
"0ddf6a12-e4a1-438c-b5c9-d23011ca9d51",457,"Payload delivery","sha256","364275326bbfc4a3b89233dabdaf3230a3d149ab774678342a40644ad9f8d614","",1,1703955738,"","","","",""
"eb05e4b6-0066-445f-82d8-dd1f7c13977e",458,"Payload delivery","sha256","1a0827082d4b517b643c86ee678eaa53f85f1b33ad409a23c50164c3909fdaca","MuddyC2Go DLL launcher",1,1703956292,"","","","",""
